Algorithm,MatrixSize,Seed,Path,Length,Experiment number,Time
Branch and Bound,10,2137,"[0, 1, 6, 3, 4, 9, 2, 7, 8, 5, 0]",65.0,2,0.014720399980433285
Branch and Bound,10,2137,"[0, 1, 6, 3, 4, 9, 2, 7, 8, 5, 0]",65.0,3,0.014609500009100884
Branch and Bound,10,2137,"[0, 1, 6, 3, 4, 9, 2, 7, 8, 5, 0]",65.0,4,0.014674800040666014
Branch and Bound,11,2137,"[0, 4, 10, 3, 5, 2, 6, 1, 9, 7, 8, 0]",63.0,0,0.017932799994014204
Branch and Bound,11,2137,"[0, 4, 10, 3, 5, 2, 6, 1, 9, 7, 8, 0]",63.0,1,0.017803900002036244
Branch and Bound,11,2137,"[0, 4, 10, 3, 5, 2, 6, 1, 9, 7, 8, 0]",63.0,2,0.017987100000027567
Branch and Bound,11,2137,"[0, 4, 10, 3, 5, 2, 6, 1, 9, 7, 8, 0]",63.0,3,0.01781180000398308
Branch and Bound,11,2137,"[0, 4, 10, 3, 5, 2, 6, 1, 9, 7, 8, 0]",63.0,4,0.017885100038256496
Branch and Bound,12,2137,"[0, 2, 3, 1, 10, 8, 6, 4, 9, 11, 5, 7, 0]",64.0,0,0.02104760002112016
Branch and Bound,12,2137,"[0, 2, 3, 1, 10, 8, 6, 4, 9, 11, 5, 7, 0]",64.0,1,0.021187400037888438
Branch and Bound,12,2137,"[0, 2, 3, 1, 10, 8, 6, 4, 9, 11, 5, 7, 0]",64.0,2,0.021126499981619418
Branch and Bound,12,2137,"[0, 2, 3, 1, 10, 8, 6, 4, 9, 11, 5, 7, 0]",64.0,3,0.0210981999989599
Branch and Bound,12,2137,"[0, 2, 3, 1, 10, 8, 6, 4, 9, 11, 5, 7, 0]",64.0,4,0.021165299986023456
Branch and Bound,13,2137,"[0, 4, 5, 11, 8, 7, 3, 10, 6, 12, 2, 1, 9, 0]",63.0,0,0.027375899953767657
Branch and Bound,13,2137,"[0, 4, 5, 11, 8, 7, 3, 10, 6, 12, 2, 1, 9, 0]",63.0,1,0.027942400018218905
Branch and Bound,13,2137,"[0, 4, 5, 11, 8, 7, 3, 10, 6, 12, 2, 1, 9, 0]",63.0,2,0.027233000029809773
Branch and Bound,13,2137,"[0, 4, 5, 11, 8, 7, 3, 10, 6, 12, 2, 1, 9, 0]",63.0,3,0.02714170003309846
Branch and Bound,13,2137,"[0, 4, 5, 11, 8, 7, 3, 10, 6, 12, 2, 1, 9, 0]",63.0,4,0.02718620002269745
Branch and Bound,14,2137,"[0, 1, 8, 7, 13, 12, 5, 6, 2, 9, 10, 11, 3, 4, 0]",68.0,0,0.010888999968301505
Branch and Bound,14,2137,"[0, 1, 8, 7, 13, 12, 5, 6, 2, 9, 10, 11, 3, 4, 0]",68.0,1,0.010756800009403378
Branch and Bound,14,2137,"[0, 1, 8, 7, 13, 12, 5, 6, 2, 9, 10, 11, 3, 4, 0]",68.0,2,0.0109091000049375
Branch and Bound,14,2137,"[0, 1, 8, 7, 13, 12, 5, 6, 2, 9, 10, 11, 3, 4, 0]",68.0,3,0.01087790000019595
Branch and Bound,14,2137,"[0, 1, 8, 7, 13, 12, 5, 6, 2, 9, 10, 11, 3, 4, 0]",68.0,4,0.010728100023698062
Branch and Bound,15,2137,"[0, 1, 12, 2, 3, 11, 5, 4, 13, 10, 6, 9, 7, 14, 8, 0]",75.0,0,0.2742801000131294
Branch and Bound,15,2137,"[0, 1, 12, 2, 3, 11, 5, 4, 13, 10, 6, 9, 7, 14, 8, 0]",75.0,1,0.28511510003590956
Branch and Bound,15,2137,"[0, 1, 12, 2, 3, 11, 5, 4, 13, 10, 6, 9, 7, 14, 8, 0]",75.0,2,0.2750353000010364
Branch and Bound,15,2137,"[0, 1, 12, 2, 3, 11, 5, 4, 13, 10, 6, 9, 7, 14, 8, 0]",75.0,3,0.27307429997017607
Branch and Bound,15,2137,"[0, 1, 12, 2, 3, 11, 5, 4, 13, 10, 6, 9, 7, 14, 8, 0]",75.0,4,0.2792117999633774
Branch and Bound,16,2137,"[0, 4, 15, 7, 3, 8, 14, 12, 10, 9, 13, 1, 11, 5, 6, 2, 0]",83.0,0,5.327447600022424
Branch and Bound,16,2137,"[0, 4, 15, 7, 3, 8, 14, 12, 10, 9, 13, 1, 11, 5, 6, 2, 0]",83.0,1,5.445235899998806
Branch and Bound,16,2137,"[0, 4, 15, 7, 3, 8, 14, 12, 10, 9, 13, 1, 11, 5, 6, 2, 0]",83.0,2,5.4506869000033475
Branch and Bound,16,2137,"[0, 4, 15, 7, 3, 8, 14, 12, 10, 9, 13, 1, 11, 5, 6, 2, 0]",83.0,3,5.486095500004012
Branch and Bound,16,2137,"[0, 4, 15, 7, 3, 8, 14, 12, 10, 9, 13, 1, 11, 5, 6, 2, 0]",83.0,4,5.555760500021279
Branch and Bound,17,2137,"[0, 2, 3, 14, 11, 15, 6, 8, 5, 13, 10, 1, 9, 16, 12, 4, 7, 0]",71.0,0,2.847760799981188
Branch and Bound,17,2137,"[0, 2, 3, 14, 11, 15, 6, 8, 5, 13, 10, 1, 9, 16, 12, 4, 7, 0]",71.0,1,2.795604999992065
Branch and Bound,17,2137,"[0, 2, 3, 14, 11, 15, 6, 8, 5, 13, 10, 1, 9, 16, 12, 4, 7, 0]",71.0,2,2.826668699970469
Branch and Bound,17,2137,"[0, 2, 3, 14, 11, 15, 6, 8, 5, 13, 10, 1, 9, 16, 12, 4, 7, 0]",71.0,3,2.8018052999977954
Branch and Bound,17,2137,"[0, 2, 3, 14, 11, 15, 6, 8, 5, 13, 10, 1, 9, 16, 12, 4, 7, 0]",71.0,4,2.8243823000229895
Branch and Bound,18,2137,"[0, 1, 9, 6, 7, 15, 11, 3, 10, 17, 12, 13, 14, 16, 5, 8, 4, 2, 0]",77.0,0,5.210988899983931
Branch and Bound,18,2137,"[0, 1, 9, 6, 7, 15, 11, 3, 10, 17, 12, 13, 14, 16, 5, 8, 4, 2, 0]",77.0,1,5.280651799985208
Branch and Bound,18,2137,"[0, 1, 9, 6, 7, 15, 11, 3, 10, 17, 12, 13, 14, 16, 5, 8, 4, 2, 0]",77.0,2,5.2528415999840945
Branch and Bound,18,2137,"[0, 1, 9, 6, 7, 15, 11, 3, 10, 17, 12, 13, 14, 16, 5, 8, 4, 2, 0]",77.0,3,5.240069399995264
Branch and Bound,18,2137,"[0, 1, 9, 6, 7, 15, 11, 3, 10, 17, 12, 13, 14, 16, 5, 8, 4, 2, 0]",77.0,4,5.235390599991661
Branch and Bound,19,2137,"[0, 1, 3, 17, 12, 2, 9, 5, 14, 15, 7, 8, 16, 13, 11, 10, 18, 4, 6, 0]",75.0,0,5.96604050003225
Branch and Bound,19,2137,"[0, 1, 3, 17, 12, 2, 9, 5, 14, 15, 7, 8, 16, 13, 11, 10, 18, 4, 6, 0]",75.0,1,5.966565200011246
Branch and Bound,19,2137,"[0, 1, 3, 17, 12, 2, 9, 5, 14, 15, 7, 8, 16, 13, 11, 10, 18, 4, 6, 0]",75.0,2,5.933071199979167
Branch and Bound,19,2137,"[0, 1, 3, 17, 12, 2, 9, 5, 14, 15, 7, 8, 16, 13, 11, 10, 18, 4, 6, 0]",75.0,3,5.923326299991459
Branch and Bound,19,2137,"[0, 1, 3, 17, 12, 2, 9, 5, 14, 15, 7, 8, 16, 13, 11, 10, 18, 4, 6, 0]",75.0,4,5.953947100031655
Branch and Bound,20,2137,"[0, 4, 12, 18, 1, 16, 2, 15, 6, 13, 7, 8, 10, 19, 11, 9, 17, 3, 5, 14, 0]",78.0,0,27.26036929996917
Branch and Bound,20,2137,"[0, 4, 12, 18, 1, 16, 2, 15, 6, 13, 7, 8, 10, 19, 11, 9, 17, 3, 5, 14, 0]",78.0,1,27.367003499995917
Branch and Bound,20,2137,"[0, 4, 12, 18, 1, 16, 2, 15, 6, 13, 7, 8, 10, 19, 11, 9, 17, 3, 5, 14, 0]",78.0,2,26.950894400011748
Branch and Bound,20,2137,"[0, 4, 12, 18, 1, 16, 2, 15, 6, 13, 7, 8, 10, 19, 11, 9, 17, 3, 5, 14, 0]",78.0,3,27.1038186000078
Branch and Bound,20,2137,"[0, 4, 12, 18, 1, 16, 2, 15, 6, 13, 7, 8, 10, 19, 11, 9, 17, 3, 5, 14, 0]",78.0,4,27.335982199991122
Branch and Bound,5,321,"[0, 1, 3, 4, 2, 0]",12.0,0,0.00011359999189153314
Branch and Bound,5,321,"[0, 1, 3, 4, 2, 0]",12.0,1,8.68999632075429e-05
Branch and Bound,5,321,"[0, 1, 3, 4, 2, 0]",12.0,2,8.420000085607171e-05
Branch and Bound,5,321,"[0, 1, 3, 4, 2, 0]",12.0,3,0.00013229995965957642
Branch and Bound,5,321,"[0, 1, 3, 4, 2, 0]",12.0,4,9.000004502013326e-05
Branch and Bound,10,321,"[0, 9, 1, 7, 5, 6, 3, 2, 8, 4, 0]",34.0,0,0.005778499995358288
Branch and Bound,10,321,"[0, 9, 1, 7, 5, 6, 3, 2, 8, 4, 0]",34.0,1,0.005762499989941716
Branch and Bound,10,321,"[0, 9, 1, 7, 5, 6, 3, 2, 8, 4, 0]",34.0,2,0.005802700005006045
Branch and Bound,10,321,"[0, 9, 1, 7, 5, 6, 3, 2, 8, 4, 0]",34.0,3,0.005717099993489683
Branch and Bound,10,321,"[0, 9, 1, 7, 5, 6, 3, 2, 8, 4, 0]",34.0,4,0.0056647000019438565
Branch and Bound,11,321,"[0, 1, 6, 8, 2, 3, 4, 10, 9, 7, 5, 0]",33.0,0,0.003958199988119304
Branch and Bound,11,321,"[0, 1, 6, 8, 2, 3, 4, 10, 9, 7, 5, 0]",33.0,1,0.004157199990004301
Branch and Bound,11,321,"[0, 1, 6, 8, 2, 3, 4, 10, 9, 7, 5, 0]",33.0,2,0.004089899943210185
Branch and Bound,11,321,"[0, 1, 6, 8, 2, 3, 4, 10, 9, 7, 5, 0]",33.0,3,0.004023599962238222
Branch and Bound,11,321,"[0, 1, 6, 8, 2, 3, 4, 10, 9, 7, 5, 0]",33.0,4,0.004100600024685264
Branch and Bound,12,321,"[0, 5, 1, 8, 3, 4, 7, 9, 11, 6, 10, 2, 0]",36.0,0,0.0246910999994725
Branch and Bound,12,321,"[0, 5, 1, 8, 3, 4, 7, 9, 11, 6, 10, 2, 0]",36.0,1,0.027404599997680634
Branch and Bound,12,321,"[0, 5, 1, 8, 3, 4, 7, 9, 11, 6, 10, 2, 0]",36.0,2,0.024586599960457534
Branch and Bound,12,321,"[0, 5, 1, 8, 3, 4, 7, 9, 11, 6, 10, 2, 0]",36.0,3,0.024784000008367002
Branch and Bound,12,321,"[0, 5, 1, 8, 3, 4, 7, 9, 11, 6, 10, 2, 0]",36.0,4,0.02445079997414723
Branch and Bound,13,321,"[0, 10, 7, 5, 8, 1, 11, 12, 9, 4, 2, 6, 3, 0]",53.0,0,0.1544456999981776
Branch and Bound,13,321,"[0, 10, 7, 5, 8, 1, 11, 12, 9, 4, 2, 6, 3, 0]",53.0,1,0.1525252999854274
Branch and Bound,13,321,"[0, 10, 7, 5, 8, 1, 11, 12, 9, 4, 2, 6, 3, 0]",53.0,2,0.1562262999941595
Branch and Bound,13,321,"[0, 10, 7, 5, 8, 1, 11, 12, 9, 4, 2, 6, 3, 0]",53.0,3,0.15677400003187358
Branch and Bound,13,321,"[0, 10, 7, 5, 8, 1, 11, 12, 9, 4, 2, 6, 3, 0]",53.0,4,0.1529420000151731
Branch and Bound,14,321,"[0, 7, 6, 8, 9, 11, 10, 2, 13, 4, 5, 3, 12, 1, 0]",51.0,0,0.20493469998473302
Branch and Bound,14,321,"[0, 7, 6, 8, 9, 11, 10, 2, 13, 4, 5, 3, 12, 1, 0]",51.0,1,0.2020893999724649
Branch and Bound,14,321,"[0, 7, 6, 8, 9, 11, 10, 2, 13, 4, 5, 3, 12, 1, 0]",51.0,2,0.20440919999964535
Branch and Bound,14,321,"[0, 7, 6, 8, 9, 11, 10, 2, 13, 4, 5, 3, 12, 1, 0]",51.0,3,0.20260870002675802
Branch and Bound,14,321,"[0, 7, 6, 8, 9, 11, 10, 2, 13, 4, 5, 3, 12, 1, 0]",51.0,4,0.20666379999602214
Branch and Bound,15,321,"[0, 11, 10, 14, 2, 9, 6, 1, 7, 12, 5, 4, 13, 3, 8, 0]",47.0,0,0.6000995000358671
Branch and Bound,15,321,"[0, 11, 10, 14, 2, 9, 6, 1, 7, 12, 5, 4, 13, 3, 8, 0]",47.0,1,0.5876855999813415
Branch and Bound,15,321,"[0, 11, 10, 14, 2, 9, 6, 1, 7, 12, 5, 4, 13, 3, 8, 0]",47.0,2,0.5829566000029445
Branch and Bound,15,321,"[0, 11, 10, 14, 2, 9, 6, 1, 7, 12, 5, 4, 13, 3, 8, 0]",47.0,3,0.58501919999253
Branch and Bound,15,321,"[0, 11, 10, 14, 2, 9, 6, 1, 7, 12, 5, 4, 13, 3, 8, 0]",47.0,4,0.5899654000531882
Branch and Bound,16,321,"[0, 10, 14, 6, 13, 2, 9, 11, 8, 7, 4, 15, 3, 12, 5, 1, 0]",53.0,0,2.821619800000917
Branch and Bound,16,321,"[0, 10, 14, 6, 13, 2, 9, 11, 8, 7, 4, 15, 3, 12, 5, 1, 0]",53.0,1,2.8083622000413015
Branch and Bound,16,321,"[0, 10, 14, 6, 13, 2, 9, 11, 8, 7, 4, 15, 3, 12, 5, 1, 0]",53.0,2,2.8001605999888852
Branch and Bound,16,321,"[0, 10, 14, 6, 13, 2, 9, 11, 8, 7, 4, 15, 3, 12, 5, 1, 0]",53.0,3,2.814997300039977
Branch and Bound,16,321,"[0, 10, 14, 6, 13, 2, 9, 11, 8, 7, 4, 15, 3, 12, 5, 1, 0]",53.0,4,2.820371999987401
Branch and Bound,17,321,"[0, 9, 10, 11, 3, 1, 5, 2, 7, 15, 16, 12, 6, 14, 4, 13, 8, 0]",42.0,0,0.9489680000115186
Branch and Bound,17,321,"[0, 9, 10, 11, 3, 1, 5, 2, 7, 15, 16, 12, 6, 14, 4, 13, 8, 0]",42.0,1,0.9269580999971367
Branch and Bound,17,321,"[0, 9, 10, 11, 3, 1, 5, 2, 7, 15, 16, 12, 6, 14, 4, 13, 8, 0]",42.0,2,0.953857299988158
Branch and Bound,17,321,"[0, 9, 10, 11, 3, 1, 5, 2, 7, 15, 16, 12, 6, 14, 4, 13, 8, 0]",42.0,3,0.9532928999979049
Branch and Bound,17,321,"[0, 9, 10, 11, 3, 1, 5, 2, 7, 15, 16, 12, 6, 14, 4, 13, 8, 0]",42.0,4,0.9397921999916434
Branch and Bound,18,321,"[0, 1, 6, 11, 12, 15, 13, 7, 9, 4, 8, 10, 14, 3, 17, 16, 2, 5, 0]",50.0,0,1.1802313000080176
Branch and Bound,18,321,"[0, 1, 6, 11, 12, 15, 13, 7, 9, 4, 8, 10, 14, 3, 17, 16, 2, 5, 0]",50.0,1,1.1720379999605939
Branch and Bound,18,321,"[0, 1, 6, 11, 12, 15, 13, 7, 9, 4, 8, 10, 14, 3, 17, 16, 2, 5, 0]",50.0,2,1.1914257999742404
Branch and Bound,18,321,"[0, 1, 6, 11, 12, 15, 13, 7, 9, 4, 8, 10, 14, 3, 17, 16, 2, 5, 0]",50.0,3,1.1602353999624029
Branch and Bound,18,321,"[0, 1, 6, 11, 12, 15, 13, 7, 9, 4, 8, 10, 14, 3, 17, 16, 2, 5, 0]",50.0,4,1.1845533000305295
Branch and Bound,19,321,"[0, 10, 3, 2, 15, 16, 18, 6, 4, 11, 17, 13, 7, 1, 5, 8, 14, 9, 12, 0]",49.0,0,1.4984677999746054
Branch and Bound,19,321,"[0, 10, 3, 2, 15, 16, 18, 6, 4, 11, 17, 13, 7, 1, 5, 8, 14, 9, 12, 0]",49.0,1,1.5084744000341743
Branch and Bound,19,321,"[0, 10, 3, 2, 15, 16, 18, 6, 4, 11, 17, 13, 7, 1, 5, 8, 14, 9, 12, 0]",49.0,2,1.524402300012298
Branch and Bound,19,321,"[0, 10, 3, 2, 15, 16, 18, 6, 4, 11, 17, 13, 7, 1, 5, 8, 14, 9, 12, 0]",49.0,3,1.4922605999745429
Branch and Bound,19,321,"[0, 10, 3, 2, 15, 16, 18, 6, 4, 11, 17, 13, 7, 1, 5, 8, 14, 9, 12, 0]",49.0,4,1.5124721999745816
Branch and Bound,20,321,"[0, 9, 15, 7, 13, 3, 11, 16, 17, 19, 1, 4, 10, 8, 5, 18, 6, 14, 2, 12, 0]",56.0,0,30.72432639996987
Branch and Bound,20,321,"[0, 9, 15, 7, 13, 3, 11, 16, 17, 19, 1, 4, 10, 8, 5, 18, 6, 14, 2, 12, 0]",56.0,1,30.662439899984747
Branch and Bound,20,321,"[0, 9, 15, 7, 13, 3, 11, 16, 17, 19, 1, 4, 10, 8, 5, 18, 6, 14, 2, 12, 0]",56.0,2,30.282585399982054
Branch and Bound,20,321,"[0, 9, 15, 7, 13, 3, 11, 16, 17, 19, 1, 4, 10, 8, 5, 18, 6, 14, 2, 12, 0]",56.0,3,30.41228680004133
Branch and Bound,20,321,"[0, 9, 15, 7, 13, 3, 11, 16, 17, 19, 1, 4, 10, 8, 5, 18, 6, 14, 2, 12, 0]",56.0,4,30.349318000022322
Branch and Bound,5,1435,"[0, 1, 2, 3, 4, 0]",25.0,0,0.00010309997014701366
Branch and Bound,5,1435,"[0, 1, 2, 3, 4, 0]",25.0,1,8.650001836940646e-05
Branch and Bound,5,1435,"[0, 1, 2, 3, 4, 0]",25.0,2,8.690002141520381e-05
Branch and Bound,5,1435,"[0, 1, 2, 3, 4, 0]",25.0,3,8.410000009462237e-05
Branch and Bound,5,1435,"[0, 1, 2, 3, 4, 0]",25.0,4,8.38999985717237e-05
Branch and Bound,10,1435,"[0, 1, 9, 8, 2, 6, 3, 4, 7, 5, 0]",47.0,0,0.009142099996097386
Branch and Bound,10,1435,"[0, 1, 9, 8, 2, 6, 3, 4, 7, 5, 0]",47.0,1,0.009020999947097152
Branch and Bound,10,1435,"[0, 1, 9, 8, 2, 6, 3, 4, 7, 5, 0]",47.0,2,0.009442000009585172
Branch and Bound,10,1435,"[0, 1, 9, 8, 2, 6, 3, 4, 7, 5, 0]",47.0,3,0.00869270000839606
Branch and Bound,10,1435,"[0, 1, 9, 8, 2, 6, 3, 4, 7, 5, 0]",47.0,4,0.00874310004292056
Branch and Bound,11,1435,"[0, 1, 8, 5, 7, 4, 2, 3, 6, 9, 10, 0]",40.0,0,0.006039300002157688
Branch and Bound,11,1435,"[0, 1, 8, 5, 7, 4, 2, 3, 6, 9, 10, 0]",40.0,1,0.005973200022708625
Branch and Bound,11,1435,"[0, 1, 8, 5, 7, 4, 2, 3, 6, 9, 10, 0]",40.0,2,0.005790000024717301
Branch and Bound,11,1435,"[0, 1, 8, 5, 7, 4, 2, 3, 6, 9, 10, 0]",40.0,3,0.005930199986323714
Branch and Bound,11,1435,"[0, 1, 8, 5, 7, 4, 2, 3, 6, 9, 10, 0]",40.0,4,0.006076900055631995
Branch and Bound,12,1435,"[0, 4, 5, 6, 2, 8, 1, 7, 10, 9, 3, 11, 0]",66.0,0,0.11154539999552071
Branch and Bound,12,1435,"[0, 4, 5, 6, 2, 8, 1, 7, 10, 9, 3, 11, 0]",66.0,1,0.10979910002788529
Branch and Bound,12,1435,"[0, 4, 5, 6, 2, 8, 1, 7, 10, 9, 3, 11, 0]",66.0,2,0.10740040004020557
Branch and Bound,12,1435,"[0, 4, 5, 6, 2, 8, 1, 7, 10, 9, 3, 11, 0]",66.0,3,0.10742060001939535
Branch and Bound,12,1435,"[0, 4, 5, 6, 2, 8, 1, 7, 10, 9, 3, 11, 0]",66.0,4,0.10945509996963665
Branch and Bound,13,1435,"[0, 4, 10, 1, 6, 2, 12, 11, 9, 8, 3, 7, 5, 0]",45.0,0,0.02305230003548786
Branch and Bound,13,1435,"[0, 4, 10, 1, 6, 2, 12, 11, 9, 8, 3, 7, 5, 0]",45.0,1,0.023272099962923676
Branch and Bound,13,1435,"[0, 4, 10, 1, 6, 2, 12, 11, 9, 8, 3, 7, 5, 0]",45.0,2,0.023196700029075146
Branch and Bound,13,1435,"[0, 4, 10, 1, 6, 2, 12, 11, 9, 8, 3, 7, 5, 0]",45.0,3,0.023644500004593283
Branch and Bound,13,1435,"[0, 4, 10, 1, 6, 2, 12, 11, 9, 8, 3, 7, 5, 0]",45.0,4,0.024368600046727806
Branch and Bound,14,1435,"[0, 1, 5, 3, 11, 6, 12, 2, 8, 10, 13, 7, 9, 4, 0]",51.0,0,0.24101679999148473
Branch and Bound,14,1435,"[0, 1, 5, 3, 11, 6, 12, 2, 8, 10, 13, 7, 9, 4, 0]",51.0,1,0.23731579998275265
Branch and Bound,14,1435,"[0, 1, 5, 3, 11, 6, 12, 2, 8, 10, 13, 7, 9, 4, 0]",51.0,2,0.24243009998463094
Branch and Bound,14,1435,"[0, 1, 5, 3, 11, 6, 12, 2, 8, 10, 13, 7, 9, 4, 0]",51.0,3,0.2395746000111103
Branch and Bound,14,1435,"[0, 1, 5, 3, 11, 6, 12, 2, 8, 10, 13, 7, 9, 4, 0]",51.0,4,0.242243500018958
Branch and Bound,15,1435,"[0, 6, 5, 7, 2, 8, 10, 4, 12, 14, 13, 9, 11, 1, 3, 0]",51.0,0,0.18604510003933683
Branch and Bound,15,1435,"[0, 6, 5, 7, 2, 8, 10, 4, 12, 14, 13, 9, 11, 1, 3, 0]",51.0,1,0.18559350003488362
Branch and Bound,15,1435,"[0, 6, 5, 7, 2, 8, 10, 4, 12, 14, 13, 9, 11, 1, 3, 0]",51.0,2,0.18660879996605217
Branch and Bound,15,1435,"[0, 6, 5, 7, 2, 8, 10, 4, 12, 14, 13, 9, 11, 1, 3, 0]",51.0,3,0.18951619998551905
Branch and Bound,15,1435,"[0, 6, 5, 7, 2, 8, 10, 4, 12, 14, 13, 9, 11, 1, 3, 0]",51.0,4,0.18959030002588406
Branch and Bound,16,1435,"[0, 8, 2, 14, 6, 11, 1, 3, 13, 10, 5, 15, 12, 4, 9, 7, 0]",61.0,0,1.2483669000212103
Branch and Bound,16,1435,"[0, 8, 2, 14, 6, 11, 1, 3, 13, 10, 5, 15, 12, 4, 9, 7, 0]",61.0,1,1.2374170999974012
Branch and Bound,16,1435,"[0, 8, 2, 14, 6, 11, 1, 3, 13, 10, 5, 15, 12, 4, 9, 7, 0]",61.0,2,1.2305780000169761
Branch and Bound,16,1435,"[0, 8, 2, 14, 6, 11, 1, 3, 13, 10, 5, 15, 12, 4, 9, 7, 0]",61.0,3,1.2343160000164062
Branch and Bound,16,1435,"[0, 8, 2, 14, 6, 11, 1, 3, 13, 10, 5, 15, 12, 4, 9, 7, 0]",61.0,4,1.251902499992866
Branch and Bound,17,1435,"[0, 1, 2, 12, 16, 7, 10, 6, 3, 13, 8, 14, 15, 4, 11, 5, 9, 0]",57.0,0,1.346826599969063
Branch and Bound,17,1435,"[0, 1, 2, 12, 16, 7, 10, 6, 3, 13, 8, 14, 15, 4, 11, 5, 9, 0]",57.0,1,1.370178000011947
Branch and Bound,17,1435,"[0, 1, 2, 12, 16, 7, 10, 6, 3, 13, 8, 14, 15, 4, 11, 5, 9, 0]",57.0,2,1.3520293000037782
Branch and Bound,17,1435,"[0, 1, 2, 12, 16, 7, 10, 6, 3, 13, 8, 14, 15, 4, 11, 5, 9, 0]",57.0,3,1.374773500021547
Branch and Bound,17,1435,"[0, 1, 2, 12, 16, 7, 10, 6, 3, 13, 8, 14, 15, 4, 11, 5, 9, 0]",57.0,4,1.345202500000596
Branch and Bound,18,1435,"[0, 1, 9, 14, 3, 7, 2, 10, 15, 8, 5, 16, 6, 12, 13, 17, 11, 4, 0]",58.0,0,0.5320194999803789
Branch and Bound,18,1435,"[0, 1, 9, 14, 3, 7, 2, 10, 15, 8, 5, 16, 6, 12, 13, 17, 11, 4, 0]",58.0,1,0.5385354000027291
Branch and Bound,18,1435,"[0, 1, 9, 14, 3, 7, 2, 10, 15, 8, 5, 16, 6, 12, 13, 17, 11, 4, 0]",58.0,2,0.5488136000349186
Branch and Bound,18,1435,"[0, 1, 9, 14, 3, 7, 2, 10, 15, 8, 5, 16, 6, 12, 13, 17, 11, 4, 0]",58.0,3,0.534863899985794
Branch and Bound,18,1435,"[0, 1, 9, 14, 3, 7, 2, 10, 15, 8, 5, 16, 6, 12, 13, 17, 11, 4, 0]",58.0,4,0.5452546000014991
Branch and Bound,19,1435,"[0, 6, 14, 2, 7, 17, 11, 9, 4, 18, 16, 5, 13, 10, 1, 3, 15, 8, 12, 0]",53.0,0,1.6603110000141896
Branch and Bound,19,1435,"[0, 6, 14, 2, 7, 17, 11, 9, 4, 18, 16, 5, 13, 10, 1, 3, 15, 8, 12, 0]",53.0,1,1.6598812000011094
Branch and Bound,19,1435,"[0, 6, 14, 2, 7, 17, 11, 9, 4, 18, 16, 5, 13, 10, 1, 3, 15, 8, 12, 0]",53.0,2,1.6540948000038043
Branch and Bound,19,1435,"[0, 6, 14, 2, 7, 17, 11, 9, 4, 18, 16, 5, 13, 10, 1, 3, 15, 8, 12, 0]",53.0,3,1.662713400030043
Branch and Bound,19,1435,"[0, 6, 14, 2, 7, 17, 11, 9, 4, 18, 16, 5, 13, 10, 1, 3, 15, 8, 12, 0]",53.0,4,1.6866004000185058
Branch and Bound,20,1435,"[0, 4, 14, 19, 10, 1, 2, 5, 6, 8, 15, 16, 13, 7, 3, 12, 17, 18, 9, 11, 0]",49.0,0,0.713546899962239
Branch and Bound,20,1435,"[0, 4, 14, 19, 10, 1, 2, 5, 6, 8, 15, 16, 13, 7, 3, 12, 17, 18, 9, 11, 0]",49.0,1,0.7073784000240266
Branch and Bound,20,1435,"[0, 4, 14, 19, 10, 1, 2, 5, 6, 8, 15, 16, 13, 7, 3, 12, 17, 18, 9, 11, 0]",49.0,2,0.7188131000148132
Branch and Bound,20,1435,"[0, 4, 14, 19, 10, 1, 2, 5, 6, 8, 15, 16, 13, 7, 3, 12, 17, 18, 9, 11, 0]",49.0,3,0.7141282000229694
Branch and Bound,20,1435,"[0, 4, 14, 19, 10, 1, 2, 5, 6, 8, 15, 16, 13, 7, 3, 12, 17, 18, 9, 11, 0]",49.0,4,0.7096582000376657
