Algorithm,MatrixSize,Seed,Path,Length,Experiment number,Beam width,Time
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 29, 15, 20, 2, 5, 25, 31, 13, 17, 12, 4, 19, 9, 11, 8, 26, 22, 35, 14, 38, 27, 28, 24, 10, 3, 36, 33, 6, 18, 7, 16, 32, 34, 39, 0]",103.0,2,7,0.82857499999227
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 29, 15, 20, 2, 5, 25, 31, 13, 17, 12, 4, 19, 9, 11, 8, 26, 22, 35, 14, 38, 27, 28, 24, 10, 3, 36, 33, 6, 18, 7, 16, 32, 34, 39, 0]",103.0,3,7,0.8316362000186928
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 29, 15, 20, 2, 5, 25, 31, 13, 17, 12, 4, 19, 9, 11, 8, 26, 22, 35, 14, 38, 27, 28, 24, 10, 3, 36, 33, 6, 18, 7, 16, 32, 34, 39, 0]",103.0,4,7,0.8296268999692984
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 29, 15, 20, 11, 6, 17, 12, 4, 19, 16, 31, 13, 33, 18, 7, 32, 36, 25, 14, 34, 39, 10, 3, 8, 26, 22, 9, 35, 0]",105.0,0,10,1.182628399983514
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 29, 15, 20, 11, 6, 17, 12, 4, 19, 16, 31, 13, 33, 18, 7, 32, 36, 25, 14, 34, 39, 10, 3, 8, 26, 22, 9, 35, 0]",105.0,1,10,1.1835395999951288
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 29, 15, 20, 11, 6, 17, 12, 4, 19, 16, 31, 13, 33, 18, 7, 32, 36, 25, 14, 34, 39, 10, 3, 8, 26, 22, 9, 35, 0]",105.0,2,10,1.1779618000146002
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 29, 15, 20, 11, 6, 17, 12, 4, 19, 16, 31, 13, 33, 18, 7, 32, 36, 25, 14, 34, 39, 10, 3, 8, 26, 22, 9, 35, 0]",105.0,3,10,1.1762917999876663
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 29, 15, 20, 11, 6, 17, 12, 4, 19, 16, 31, 13, 33, 18, 7, 32, 36, 25, 14, 34, 39, 10, 3, 8, 26, 22, 9, 35, 0]",105.0,4,10,1.1770089999772608
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 25, 14, 29, 15, 20, 11, 6, 17, 12, 16, 31, 13, 33, 18, 7, 32, 34, 39, 4, 19, 9, 35, 8, 26, 22, 10, 36, 3, 0]",100.0,0,13,1.5233032999676652
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 25, 14, 29, 15, 20, 11, 6, 17, 12, 16, 31, 13, 33, 18, 7, 32, 34, 39, 4, 19, 9, 35, 8, 26, 22, 10, 36, 3, 0]",100.0,1,13,1.5238786999834701
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 25, 14, 29, 15, 20, 11, 6, 17, 12, 16, 31, 13, 33, 18, 7, 32, 34, 39, 4, 19, 9, 35, 8, 26, 22, 10, 36, 3, 0]",100.0,2,13,1.5251181999919936
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 25, 14, 29, 15, 20, 11, 6, 17, 12, 16, 31, 13, 33, 18, 7, 32, 34, 39, 4, 19, 9, 35, 8, 26, 22, 10, 36, 3, 0]",100.0,3,13,1.5303442000295036
Beam Search,40,1,"[0, 1, 21, 37, 23, 30, 38, 27, 28, 24, 2, 5, 25, 14, 29, 15, 20, 11, 6, 17, 12, 16, 31, 13, 33, 18, 7, 32, 34, 39, 4, 19, 9, 35, 8, 26, 22, 10, 36, 3, 0]",100.0,4,13,1.5337867999915034
Beam Search,40,42,"[0, 32, 20, 18, 5, 27, 16, 21, 24, 11, 6, 17, 35, 10, 37, 3, 1, 7, 38, 15, 22, 12, 39, 33, 13, 19, 14, 23, 2, 25, 4, 30, 36, 31, 9, 34, 26, 8, 29, 28, 0]",117.0,0,1,0.12895829998888075
Beam Search,40,42,"[0, 32, 20, 18, 5, 27, 16, 21, 24, 11, 6, 17, 35, 10, 37, 3, 1, 7, 38, 15, 22, 12, 39, 33, 13, 19, 14, 23, 2, 25, 4, 30, 36, 31, 9, 34, 26, 8, 29, 28, 0]",117.0,1,1,0.12965870002517477
Beam Search,40,42,"[0, 32, 20, 18, 5, 27, 16, 21, 24, 11, 6, 17, 35, 10, 37, 3, 1, 7, 38, 15, 22, 12, 39, 33, 13, 19, 14, 23, 2, 25, 4, 30, 36, 31, 9, 34, 26, 8, 29, 28, 0]",117.0,2,1,0.12866679998114705
Beam Search,40,42,"[0, 32, 20, 18, 5, 27, 16, 21, 24, 11, 6, 17, 35, 10, 37, 3, 1, 7, 38, 15, 22, 12, 39, 33, 13, 19, 14, 23, 2, 25, 4, 30, 36, 31, 9, 34, 26, 8, 29, 28, 0]",117.0,3,1,0.1292393000330776
Beam Search,40,42,"[0, 32, 20, 18, 5, 27, 16, 21, 24, 11, 6, 17, 35, 10, 37, 3, 1, 7, 38, 15, 22, 12, 39, 33, 13, 19, 14, 23, 2, 25, 4, 30, 36, 31, 9, 34, 26, 8, 29, 28, 0]",117.0,4,1,0.12873930000932887
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 5, 27, 16, 24, 11, 17, 37, 35, 18, 1, 9, 13, 3, 26, 39, 30, 25, 33, 0]",105.0,0,4,0.47975210001459345
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 5, 27, 16, 24, 11, 17, 37, 35, 18, 1, 9, 13, 3, 26, 39, 30, 25, 33, 0]",105.0,1,4,0.47897009999724105
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 5, 27, 16, 24, 11, 17, 37, 35, 18, 1, 9, 13, 3, 26, 39, 30, 25, 33, 0]",105.0,2,4,0.47814419999485835
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 5, 27, 16, 24, 11, 17, 37, 35, 18, 1, 9, 13, 3, 26, 39, 30, 25, 33, 0]",105.0,3,4,0.47860540001420304
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 5, 27, 16, 24, 11, 17, 37, 35, 18, 1, 9, 13, 3, 26, 39, 30, 25, 33, 0]",105.0,4,4,0.4827843999955803
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 37, 34, 26, 39, 17, 35, 20, 18, 5, 27, 16, 21, 24, 3, 29, 12, 11, 25, 30, 9, 13, 1, 33, 0]",96.0,0,7,0.8278101999894716
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 37, 34, 26, 39, 17, 35, 20, 18, 5, 27, 16, 21, 24, 3, 29, 12, 11, 25, 30, 9, 13, 1, 33, 0]",96.0,1,7,0.8258202999713831
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 37, 34, 26, 39, 17, 35, 20, 18, 5, 27, 16, 21, 24, 3, 29, 12, 11, 25, 30, 9, 13, 1, 33, 0]",96.0,2,7,0.8278030999936163
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 37, 34, 26, 39, 17, 35, 20, 18, 5, 27, 16, 21, 24, 3, 29, 12, 11, 25, 30, 9, 13, 1, 33, 0]",96.0,3,7,0.8268464999855496
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 37, 34, 26, 39, 17, 35, 20, 18, 5, 27, 16, 21, 24, 3, 29, 12, 11, 25, 30, 9, 13, 1, 33, 0]",96.0,4,7,0.8247625000076368
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 26, 39, 17, 35, 18, 5, 27, 16, 24, 3, 11, 25, 37, 30, 9, 13, 1, 33, 0]",99.0,0,10,1.1753982999944128
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 26, 39, 17, 35, 18, 5, 27, 16, 24, 3, 11, 25, 37, 30, 9, 13, 1, 33, 0]",99.0,1,10,1.173545199970249
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 26, 39, 17, 35, 18, 5, 27, 16, 24, 3, 11, 25, 37, 30, 9, 13, 1, 33, 0]",99.0,2,10,1.1751076999935322
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 26, 39, 17, 35, 18, 5, 27, 16, 24, 3, 11, 25, 37, 30, 9, 13, 1, 33, 0]",99.0,3,10,1.1774262999533676
Beam Search,40,42,"[0, 32, 36, 31, 8, 4, 6, 7, 38, 19, 14, 23, 2, 28, 15, 22, 10, 20, 29, 12, 21, 34, 26, 39, 17, 35, 18, 5, 27, 16, 24, 3, 11, 25, 37, 30, 9, 13, 1, 33, 0]",99.0,4,10,1.1769182999851182
Beam Search,40,42,"[0, 33, 6, 7, 38, 19, 14, 27, 16, 21, 36, 31, 8, 4, 30, 25, 22, 23, 15, 10, 37, 34, 26, 39, 17, 35, 18, 5, 9, 13, 1, 32, 20, 3, 29, 12, 11, 24, 2, 28, 0]",99.0,0,13,1.5190152999712154
Beam Search,40,42,"[0, 33, 6, 7, 38, 19, 14, 27, 16, 21, 36, 31, 8, 4, 30, 25, 22, 23, 15, 10, 37, 34, 26, 39, 17, 35, 18, 5, 9, 13, 1, 32, 20, 3, 29, 12, 11, 24, 2, 28, 0]",99.0,1,13,1.5207970999763347
Beam Search,40,42,"[0, 33, 6, 7, 38, 19, 14, 27, 16, 21, 36, 31, 8, 4, 30, 25, 22, 23, 15, 10, 37, 34, 26, 39, 17, 35, 18, 5, 9, 13, 1, 32, 20, 3, 29, 12, 11, 24, 2, 28, 0]",99.0,2,13,1.520176999969408
Beam Search,40,42,"[0, 33, 6, 7, 38, 19, 14, 27, 16, 21, 36, 31, 8, 4, 30, 25, 22, 23, 15, 10, 37, 34, 26, 39, 17, 35, 18, 5, 9, 13, 1, 32, 20, 3, 29, 12, 11, 24, 2, 28, 0]",99.0,3,13,1.5202787999878637
Beam Search,40,42,"[0, 33, 6, 7, 38, 19, 14, 27, 16, 21, 36, 31, 8, 4, 30, 25, 22, 23, 15, 10, 37, 34, 26, 39, 17, 35, 18, 5, 9, 13, 1, 32, 20, 3, 29, 12, 11, 24, 2, 28, 0]",99.0,4,13,1.5248188000405207
Beam Search,40,666,"[0, 1, 18, 14, 5, 19, 6, 3, 22, 25, 16, 21, 15, 38, 10, 29, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 28, 24, 31, 13, 35, 37, 26, 8, 36, 23, 9, 17, 12, 20, 0]",106.0,0,1,0.13124640000751242
Beam Search,40,666,"[0, 1, 18, 14, 5, 19, 6, 3, 22, 25, 16, 21, 15, 38, 10, 29, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 28, 24, 31, 13, 35, 37, 26, 8, 36, 23, 9, 17, 12, 20, 0]",106.0,1,1,0.1303687000181526
Beam Search,40,666,"[0, 1, 18, 14, 5, 19, 6, 3, 22, 25, 16, 21, 15, 38, 10, 29, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 28, 24, 31, 13, 35, 37, 26, 8, 36, 23, 9, 17, 12, 20, 0]",106.0,2,1,0.1297226000460796
Beam Search,40,666,"[0, 1, 18, 14, 5, 19, 6, 3, 22, 25, 16, 21, 15, 38, 10, 29, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 28, 24, 31, 13, 35, 37, 26, 8, 36, 23, 9, 17, 12, 20, 0]",106.0,3,1,0.12990610004635528
Beam Search,40,666,"[0, 1, 18, 14, 5, 19, 6, 3, 22, 25, 16, 21, 15, 38, 10, 29, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 28, 24, 31, 13, 35, 37, 26, 8, 36, 23, 9, 17, 12, 20, 0]",106.0,4,1,0.1299529999960214
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 25, 17, 26, 8, 14, 31, 13, 35, 5, 19, 6, 3, 37, 22, 12, 24, 28, 29, 18, 20, 10, 36, 23, 16, 38, 1, 0]",96.0,0,4,0.4863502000225708
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 25, 17, 26, 8, 14, 31, 13, 35, 5, 19, 6, 3, 37, 22, 12, 24, 28, 29, 18, 20, 10, 36, 23, 16, 38, 1, 0]",96.0,1,4,0.48190419998718426
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 25, 17, 26, 8, 14, 31, 13, 35, 5, 19, 6, 3, 37, 22, 12, 24, 28, 29, 18, 20, 10, 36, 23, 16, 38, 1, 0]",96.0,2,4,0.482341599999927
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 25, 17, 26, 8, 14, 31, 13, 35, 5, 19, 6, 3, 37, 22, 12, 24, 28, 29, 18, 20, 10, 36, 23, 16, 38, 1, 0]",96.0,3,4,0.479886399989482
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 39, 27, 25, 17, 26, 8, 14, 31, 13, 35, 5, 19, 6, 3, 37, 22, 12, 24, 28, 29, 18, 20, 10, 36, 23, 16, 38, 1, 0]",96.0,4,4,0.48064660001546144
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 38, 10, 29, 18, 14, 5, 19, 6, 3, 37, 35, 28, 24, 17, 26, 8, 25, 16, 1, 31, 13, 23, 12, 27, 22, 39, 36, 20, 0]",100.0,0,7,0.8347620000131428
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 38, 10, 29, 18, 14, 5, 19, 6, 3, 37, 35, 28, 24, 17, 26, 8, 25, 16, 1, 31, 13, 23, 12, 27, 22, 39, 36, 20, 0]",100.0,1,7,0.8310251000220887
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 38, 10, 29, 18, 14, 5, 19, 6, 3, 37, 35, 28, 24, 17, 26, 8, 25, 16, 1, 31, 13, 23, 12, 27, 22, 39, 36, 20, 0]",100.0,2,7,0.8313801999902353
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 38, 10, 29, 18, 14, 5, 19, 6, 3, 37, 35, 28, 24, 17, 26, 8, 25, 16, 1, 31, 13, 23, 12, 27, 22, 39, 36, 20, 0]",100.0,3,7,0.829877000011038
Beam Search,40,666,"[0, 21, 15, 9, 34, 7, 4, 11, 33, 2, 30, 32, 38, 10, 29, 18, 14, 5, 19, 6, 3, 37, 35, 28, 24, 17, 26, 8, 25, 16, 1, 31, 13, 23, 12, 27, 22, 39, 36, 20, 0]",100.0,4,7,0.8328734000097029
Beam Search,40,666,"[0, 1, 18, 6, 26, 8, 33, 2, 14, 11, 21, 15, 38, 10, 29, 9, 3, 37, 35, 5, 19, 30, 32, 39, 27, 28, 24, 31, 34, 7, 36, 23, 12, 4, 13, 16, 22, 25, 17, 20, 0]",70.0,0,10,1.1805839999578893
Beam Search,40,666,"[0, 1, 18, 6, 26, 8, 33, 2, 14, 11, 21, 15, 38, 10, 29, 9, 3, 37, 35, 5, 19, 30, 32, 39, 27, 28, 24, 31, 34, 7, 36, 23, 12, 4, 13, 16, 22, 25, 17, 20, 0]",70.0,1,10,1.1855343999923207
Beam Search,40,666,"[0, 1, 18, 6, 26, 8, 33, 2, 14, 11, 21, 15, 38, 10, 29, 9, 3, 37, 35, 5, 19, 30, 32, 39, 27, 28, 24, 31, 34, 7, 36, 23, 12, 4, 13, 16, 22, 25, 17, 20, 0]",70.0,2,10,1.1775981000391766
Beam Search,40,666,"[0, 1, 18, 6, 26, 8, 33, 2, 14, 11, 21, 15, 38, 10, 29, 9, 3, 37, 35, 5, 19, 30, 32, 39, 27, 28, 24, 31, 34, 7, 36, 23, 12, 4, 13, 16, 22, 25, 17, 20, 0]",70.0,3,10,1.1847878000116907
Beam Search,40,666,"[0, 1, 18, 6, 26, 8, 33, 2, 14, 11, 21, 15, 38, 10, 29, 9, 3, 37, 35, 5, 19, 30, 32, 39, 27, 28, 24, 31, 34, 7, 36, 23, 12, 4, 13, 16, 22, 25, 17, 20, 0]",70.0,4,10,1.1756154000177048
Beam Search,40,666,"[0, 14, 11, 21, 15, 9, 34, 7, 4, 18, 6, 38, 10, 29, 17, 26, 8, 33, 2, 30, 32, 22, 25, 16, 1, 23, 12, 27, 28, 24, 31, 13, 3, 37, 35, 5, 19, 39, 36, 20, 0]",83.0,0,13,1.5274985000141896
Beam Search,40,666,"[0, 14, 11, 21, 15, 9, 34, 7, 4, 18, 6, 38, 10, 29, 17, 26, 8, 33, 2, 30, 32, 22, 25, 16, 1, 23, 12, 27, 28, 24, 31, 13, 3, 37, 35, 5, 19, 39, 36, 20, 0]",83.0,1,13,1.5311728999949992
Beam Search,40,666,"[0, 14, 11, 21, 15, 9, 34, 7, 4, 18, 6, 38, 10, 29, 17, 26, 8, 33, 2, 30, 32, 22, 25, 16, 1, 23, 12, 27, 28, 24, 31, 13, 3, 37, 35, 5, 19, 39, 36, 20, 0]",83.0,2,13,1.5373537000268698
Beam Search,40,666,"[0, 14, 11, 21, 15, 9, 34, 7, 4, 18, 6, 38, 10, 29, 17, 26, 8, 33, 2, 30, 32, 22, 25, 16, 1, 23, 12, 27, 28, 24, 31, 13, 3, 37, 35, 5, 19, 39, 36, 20, 0]",83.0,3,13,1.5314637999981642
Beam Search,40,666,"[0, 14, 11, 21, 15, 9, 34, 7, 4, 18, 6, 38, 10, 29, 17, 26, 8, 33, 2, 30, 32, 22, 25, 16, 1, 23, 12, 27, 28, 24, 31, 13, 3, 37, 35, 5, 19, 39, 36, 20, 0]",83.0,4,13,1.5358503999887034
Beam Search,40,2137,"[0, 1, 32, 11, 27, 13, 3, 30, 24, 34, 25, 6, 12, 9, 5, 14, 33, 21, 4, 35, 36, 8, 15, 7, 29, 16, 31, 2, 26, 17, 10, 37, 19, 39, 38, 22, 23, 20, 28, 18, 0]",98.0,0,1,0.12873679999029264
Beam Search,40,2137,"[0, 1, 32, 11, 27, 13, 3, 30, 24, 34, 25, 6, 12, 9, 5, 14, 33, 21, 4, 35, 36, 8, 15, 7, 29, 16, 31, 2, 26, 17, 10, 37, 19, 39, 38, 22, 23, 20, 28, 18, 0]",98.0,1,1,0.1283153000404127
Beam Search,40,2137,"[0, 1, 32, 11, 27, 13, 3, 30, 24, 34, 25, 6, 12, 9, 5, 14, 33, 21, 4, 35, 36, 8, 15, 7, 29, 16, 31, 2, 26, 17, 10, 37, 19, 39, 38, 22, 23, 20, 28, 18, 0]",98.0,2,1,0.12897319998592138
Beam Search,40,2137,"[0, 1, 32, 11, 27, 13, 3, 30, 24, 34, 25, 6, 12, 9, 5, 14, 33, 21, 4, 35, 36, 8, 15, 7, 29, 16, 31, 2, 26, 17, 10, 37, 19, 39, 38, 22, 23, 20, 28, 18, 0]",98.0,3,1,0.1281141000217758
Beam Search,40,2137,"[0, 1, 32, 11, 27, 13, 3, 30, 24, 34, 25, 6, 12, 9, 5, 14, 33, 21, 4, 35, 36, 8, 15, 7, 29, 16, 31, 2, 26, 17, 10, 37, 19, 39, 38, 22, 23, 20, 28, 18, 0]",98.0,4,1,0.12898709997534752
Beam Search,40,2137,"[0, 1, 32, 11, 27, 25, 6, 12, 9, 5, 14, 33, 30, 24, 35, 36, 8, 15, 7, 29, 16, 31, 23, 34, 13, 21, 39, 38, 22, 20, 19, 10, 26, 2, 3, 17, 4, 37, 28, 18, 0]",83.0,0,4,0.47626889997627586
Beam Search,40,2137,"[0, 1, 32, 11, 27, 25, 6, 12, 9, 5, 14, 33, 30, 24, 35, 36, 8, 15, 7, 29, 16, 31, 23, 34, 13, 21, 39, 38, 22, 20, 19, 10, 26, 2, 3, 17, 4, 37, 28, 18, 0]",83.0,1,4,0.47694160003447905
Beam Search,40,2137,"[0, 1, 32, 11, 27, 25, 6, 12, 9, 5, 14, 33, 30, 24, 35, 36, 8, 15, 7, 29, 16, 31, 23, 34, 13, 21, 39, 38, 22, 20, 19, 10, 26, 2, 3, 17, 4, 37, 28, 18, 0]",83.0,2,4,0.47549369995249435
Beam Search,40,2137,"[0, 1, 32, 11, 27, 25, 6, 12, 9, 5, 14, 33, 30, 24, 35, 36, 8, 15, 7, 29, 16, 31, 23, 34, 13, 21, 39, 38, 22, 20, 19, 10, 26, 2, 3, 17, 4, 37, 28, 18, 0]",83.0,3,4,0.4758797999820672
Beam Search,40,2137,"[0, 1, 32, 11, 27, 25, 6, 12, 9, 5, 14, 33, 30, 24, 35, 36, 8, 15, 7, 29, 16, 31, 23, 34, 13, 21, 39, 38, 22, 20, 19, 10, 26, 2, 3, 17, 4, 37, 28, 18, 0]",83.0,4,4,0.47750070004258305
Beam Search,40,2137,"[0, 35, 36, 8, 32, 11, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 9, 5, 14, 33, 30, 24, 34, 25, 6, 16, 31, 2, 26, 27, 13, 3, 17, 10, 19, 21, 4, 37, 28, 18, 0]",91.0,0,7,0.8269414000096731
Beam Search,40,2137,"[0, 35, 36, 8, 32, 11, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 9, 5, 14, 33, 30, 24, 34, 25, 6, 16, 31, 2, 26, 27, 13, 3, 17, 10, 19, 21, 4, 37, 28, 18, 0]",91.0,1,7,0.8235365999862552
Beam Search,40,2137,"[0, 35, 36, 8, 32, 11, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 9, 5, 14, 33, 30, 24, 34, 25, 6, 16, 31, 2, 26, 27, 13, 3, 17, 10, 19, 21, 4, 37, 28, 18, 0]",91.0,2,7,0.8244944000034593
Beam Search,40,2137,"[0, 35, 36, 8, 32, 11, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 9, 5, 14, 33, 30, 24, 34, 25, 6, 16, 31, 2, 26, 27, 13, 3, 17, 10, 19, 21, 4, 37, 28, 18, 0]",91.0,3,7,0.8234813999733888
Beam Search,40,2137,"[0, 35, 36, 8, 32, 11, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 9, 5, 14, 33, 30, 24, 34, 25, 6, 16, 31, 2, 26, 27, 13, 3, 17, 10, 19, 21, 4, 37, 28, 18, 0]",91.0,4,7,0.8244343000114895
Beam Search,40,2137,"[0, 35, 36, 8, 15, 7, 29, 20, 1, 39, 38, 22, 23, 12, 19, 32, 11, 27, 25, 6, 33, 21, 4, 37, 13, 3, 30, 9, 5, 10, 24, 34, 17, 14, 28, 18, 16, 31, 2, 26, 0]",80.0,0,10,1.1690663999761455
