Algorithm,MatrixSize,Seed,Path,Length,Experiment number,Beam width,Time
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,2,7,0.26042960002087057
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,3,7,0.25908079999499023
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,4,7,0.2594606999773532
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,0,10,0.36948449996998534
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,1,10,0.36846170003991574
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,2,10,0.3689355999813415
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,3,10,0.3693308000219986
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,4,10,0.3695146000245586
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,0,13,0.48111260001314804
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,1,13,0.4783668000018224
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,2,13,0.4806749999988824
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,3,13,0.4761537999729626
Beam Search,30,3213,"[0, 26, 3, 10, 11, 25, 22, 15, 8, 5, 2, 4, 17, 24, 21, 14, 23, 13, 27, 1, 6, 7, 16, 20, 9, 28, 29, 19, 12, 18, 0]",66.0,4,13,0.48129360005259514
Beam Search,30,2,"[0, 1, 5, 20, 13, 8, 19, 29, 14, 4, 9, 21, 15, 2, 25, 26, 17, 23, 12, 11, 24, 27, 6, 18, 16, 10, 22, 28, 7, 3, 0]",96.0,0,1,0.042001100024208426
Beam Search,30,2,"[0, 1, 5, 20, 13, 8, 19, 29, 14, 4, 9, 21, 15, 2, 25, 26, 17, 23, 12, 11, 24, 27, 6, 18, 16, 10, 22, 28, 7, 3, 0]",96.0,1,1,0.041835299984086305
Beam Search,30,2,"[0, 1, 5, 20, 13, 8, 19, 29, 14, 4, 9, 21, 15, 2, 25, 26, 17, 23, 12, 11, 24, 27, 6, 18, 16, 10, 22, 28, 7, 3, 0]",96.0,2,1,0.041586300008930266
Beam Search,30,2,"[0, 1, 5, 20, 13, 8, 19, 29, 14, 4, 9, 21, 15, 2, 25, 26, 17, 23, 12, 11, 24, 27, 6, 18, 16, 10, 22, 28, 7, 3, 0]",96.0,3,1,0.04189980000955984
Beam Search,30,2,"[0, 1, 5, 20, 13, 8, 19, 29, 14, 4, 9, 21, 15, 2, 25, 26, 17, 23, 12, 11, 24, 27, 6, 18, 16, 10, 22, 28, 7, 3, 0]",96.0,4,1,0.04178299999330193
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,0,4,0.1518612999934703
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,1,4,0.1523661999963224
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,2,4,0.15234210004564375
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,3,4,0.15235559997381642
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,4,4,0.15172839997103438
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,0,7,0.2599093000171706
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,1,7,0.2607031000079587
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,2,7,0.2608301000436768
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,3,7,0.2613734999904409
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,4,7,0.2597681000479497
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,0,10,0.3699698999989778
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,1,10,0.36982259998330846
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,2,10,0.3687513000331819
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,3,10,0.3696121000102721
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,4,10,0.36992869997629896
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,0,13,0.48004840000066906
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,1,13,0.4781213999958709
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,2,13,0.4777942000073381
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,3,13,0.4786669000168331
Beam Search,30,2,"[0, 1, 5, 20, 13, 19, 29, 24, 27, 25, 10, 22, 23, 17, 15, 9, 21, 14, 6, 18, 16, 12, 26, 2, 4, 7, 3, 28, 11, 8, 0]",76.0,4,13,0.47943090001353994
Beam Search,30,323,"[0, 3, 2, 6, 1, 7, 21, 14, 4, 18, 15, 27, 12, 9, 5, 10, 19, 17, 22, 28, 23, 16, 29, 8, 20, 11, 24, 25, 26, 13, 0]",110.0,0,1,0.041866399988066405
Beam Search,30,323,"[0, 3, 2, 6, 1, 7, 21, 14, 4, 18, 15, 27, 12, 9, 5, 10, 19, 17, 22, 28, 23, 16, 29, 8, 20, 11, 24, 25, 26, 13, 0]",110.0,1,1,0.04215019999537617
Beam Search,30,323,"[0, 3, 2, 6, 1, 7, 21, 14, 4, 18, 15, 27, 12, 9, 5, 10, 19, 17, 22, 28, 23, 16, 29, 8, 20, 11, 24, 25, 26, 13, 0]",110.0,2,1,0.041706099989824
Beam Search,30,323,"[0, 3, 2, 6, 1, 7, 21, 14, 4, 18, 15, 27, 12, 9, 5, 10, 19, 17, 22, 28, 23, 16, 29, 8, 20, 11, 24, 25, 26, 13, 0]",110.0,3,1,0.041904799989424646
Beam Search,30,323,"[0, 3, 2, 6, 1, 7, 21, 14, 4, 18, 15, 27, 12, 9, 5, 10, 19, 17, 22, 28, 23, 16, 29, 8, 20, 11, 24, 25, 26, 13, 0]",110.0,4,1,0.04173559998162091
Beam Search,30,323,"[0, 3, 23, 16, 29, 27, 9, 11, 24, 25, 12, 2, 6, 8, 10, 7, 21, 1, 20, 19, 15, 28, 14, 4, 18, 22, 5, 13, 17, 26, 0]",77.0,0,4,0.15157610003370792
Beam Search,30,323,"[0, 3, 23, 16, 29, 27, 9, 11, 24, 25, 12, 2, 6, 8, 10, 7, 21, 1, 20, 19, 15, 28, 14, 4, 18, 22, 5, 13, 17, 26, 0]",77.0,1,4,0.15154200000688434
Beam Search,30,323,"[0, 3, 23, 16, 29, 27, 9, 11, 24, 25, 12, 2, 6, 8, 10, 7, 21, 1, 20, 19, 15, 28, 14, 4, 18, 22, 5, 13, 17, 26, 0]",77.0,2,4,0.15150830004131421
Beam Search,30,323,"[0, 3, 23, 16, 29, 27, 9, 11, 24, 25, 12, 2, 6, 8, 10, 7, 21, 1, 20, 19, 15, 28, 14, 4, 18, 22, 5, 13, 17, 26, 0]",77.0,3,4,0.15153319999808446
Beam Search,30,323,"[0, 3, 23, 16, 29, 27, 9, 11, 24, 25, 12, 2, 6, 8, 10, 7, 21, 1, 20, 19, 15, 28, 14, 4, 18, 22, 5, 13, 17, 26, 0]",77.0,4,4,0.15121539996471256
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,0,7,0.26033859996823594
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,1,7,0.25978560000658035
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,2,7,0.2607094999984838
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,3,7,0.26094050001120195
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,4,7,0.2602842000196688
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,0,10,0.3698852999950759
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,1,10,0.3695830999640748
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,2,10,0.3691204999922775
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,3,10,0.37204629997722805
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 22, 5, 27, 9, 26, 11, 24, 25, 13, 0]",78.0,4,10,0.370191199996043
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 25, 11, 24, 13, 27, 9, 26, 22, 5, 0]",66.0,0,13,0.4774963000090793
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 25, 11, 24, 13, 27, 9, 26, 22, 5, 0]",66.0,1,13,0.4780354999820702
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 25, 11, 24, 13, 27, 9, 26, 22, 5, 0]",66.0,2,13,0.47743990004528314
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 25, 11, 24, 13, 27, 9, 26, 22, 5, 0]",66.0,3,13,0.4803870999603532
Beam Search,30,323,"[0, 3, 23, 16, 29, 8, 10, 7, 21, 14, 4, 18, 15, 28, 12, 2, 6, 1, 20, 19, 17, 25, 11, 24, 13, 27, 9, 26, 22, 5, 0]",66.0,4,13,0.47928679996402934
